customer_id,mean_amount,std_amount,mean_nb_tx_per_day,network_id,bin,lat_customer,log_customer,available_terminals,nb_terminals
C00001012,63.09548771560486,31.54774385780243,3.692820126870544,D,361800,37.3014,8.2034,"['T001046', 'T001031', 'T001008', 'T001066']",4
C00001013,38.10856555106885,19.054282775534425,1.0480706270981757,M,524723,39.061,9.4424,"['T001082', 'T001099', 'T001041', 'T001080', 'T001019', 'T001063']",6
C00001014,11.737260166858473,5.868630083429236,3.7414056542232186,D,361825,37.863,8.3845,"['T001011', 'T001006', 'T001028', 'T001066', 'T001015', 'T001096', 'T001095']",7
C00001015,53.06413139175701,26.532065695878504,0.9277141352981371,M,510051,39.589,9.0361,"['T001004', 'T001099', 'T001030', 'T001094', 'T001019']",5
C00001016,23.85820293509259,11.929101467546294,1.9174695046657355,V,465964,37.6012,9.3798,"['T001038', 'T001039', 'T001078', 'T001067']",4
C00001017,96.79851233123149,48.399256165615746,0.7955747632847578,D,364876,40.2996,8.9155,"['T001007', 'T001033', 'T001009', 'T001040', 'T001069', 'T001077']",6
C00001018,86.63488057905259,43.317440289526296,1.9828565911161777,D,364878,38.2189,8.9041,"['T001089', 'T001058', 'T001098', 'T001043', 'T001075', 'T001048', 'T001086', 'T001097', 'T001002']",9
C00001019,35.94750362084807,17.973751810424034,2.327123483773502,D,364877,41.3087,9.3321,"['T001064', 'T001021', 'T001056', 'T001093', 'T001042', 'T001074', 'T001070']",7
C00001020,53.99522720586653,26.997613602933264,1.4320948163898986,V,460341,41.6186,7.9709,"['T001025', 'T001036', 'T001091', 'T001060', 'T001020', 'T001092', 'T001035', 'T001044']",8
C00001021,77.05493197501802,38.52746598750901,2.0710260960931324,M,530770,38.0207,8.8999,"['T001097', 'T001086', 'T001096', 'T001028', 'T001048', 'T001002', 'T001089']",7
C00001022,65.40913361141206,32.70456680570603,3.6123799330571336,M,512482,39.9461,8.0343,"['T001054', 'T001023', 'T001085', 'T001050', 'T001059', 'T001084', 'T001040', 'T001005', 'T001026', 'T001017']",10
C00001023,41.540188451976306,20.770094225988153,3.6259796024626607,V,492194,38.343,8.4759,"['T001098', 'T001097', 'T001043', 'T001024', 'T001095', 'T001058', 'T001028', 'T001089']",8
C00001024,45.776904675691355,22.888452337845678,0.30614746426641437,M,524722,38.347,8.0844,"['T001052', 'T001037', 'T001028', 'T001095', 'T001000', 'T001015']",6
C00001025,97.36597880539239,48.682989402696194,1.0168476610775725,V,412486,41.5406,9.3028,"['T001014', 'T001064', 'T001056', 'T001021', 'T001042', 'T001070', 'T001074']",7
C00001026,76.46251222663449,38.231256113317244,3.62317055429808,D,360050,37.7908,9.2114,"['T001038', 'T001086', 'T001002', 'T001096', 'T001048', 'T001047', 'T001018', 'T001039']",8
C00001027,69.21055348570057,34.605276742850286,3.3844299085601888,M,529536,39.3075,8.0581,"['T001022', 'T001050', 'T001004', 'T001055', 'T001079', 'T001088', 'T001013', 'T001049', 'T001029']",9
C00001028,6.306453836140107,3.1532269180700534,1.4527768501371092,D,361840,38.1778,8.9543,"['T001002', 'T001097', 'T001098', 'T001089', 'T001086', 'T001018', 'T001047', 'T001096', 'T001043']",9
C00001029,23.906139679519676,11.953069839759838,1.784765324037831,V,409108,41.3588,9.4129,"['T001021', 'T001070', 'T001056', 'T001064', 'T001042', 'T001074']",6
C00001030,28.662412789089046,14.331206394544523,3.4777795083229086,V,465963,39.8592,8.5414,"['T001007', 'T001079', 'T001013', 'T001040', 'T001059']",5
C00001031,16.67262825848397,8.336314129241986,2.7365855853070613,A,375686,39.2976,8.4531,"['T001013', 'T001022', 'T001059', 'T001029', 'T001049']",5
C00001032,57.29922345407848,28.64961172703924,0.48018003408327115,V,415404,39.3591,8.6601,"['T001087', 'T001063', 'T001059', 'T001013', 'T001030', 'T001079', 'T001094', 'T001004', 'T001019', 'T001029']",10
C00001033,41.56262179266433,20.781310896332165,2.326843313704214,V,415947,41.9976,7.5722,"['T001035', 'T001020', 'T001025']",3
C00001034,89.77498068292908,44.88749034146454,0.9095249220055539,V,422239,39.3135,8.9544,"['T001063', 'T001082', 'T001041', 'T001080', 'T001030', 'T001013', 'T001004', 'T001094', 'T001099', 'T001087', 'T001019']",11
C00001035,51.03674851562617,25.518374257813086,2.683799009064225,M,515878,40.9685,8.4698,"['T001068', 'T001062', 'T001092', 'T001090', 'T001003', 'T001093', 'T001076', 'T001032', 'T001065']",9
C00001036,75.62983250682237,37.814916253411184,1.173693063300866,D,364836,37.4435,8.5404,"['T001046', 'T001066', 'T001031', 'T001096']",4
C00001037,90.39815445200685,45.199077226003425,1.5558195441361566,A,375562,41.9068,7.7309,"['T001020', 'T001025', 'T001035']",3
C00001038,62.54508289985655,31.272541449928276,2.200034884756919,M,524723,38.6811,7.677,"['T001057', 'T001051', 'T001055', 'T001052', 'T001088']",5
C00001039,10.28488706734299,5.142443533671495,2.35247809662496,A,375618,38.3434,8.8666,"['T001097', 'T001048', 'T001075', 'T001089', 'T001043', 'T001086', 'T001098', 'T001058']",8
C00001040,34.781910513310805,17.390955256655403,2.2789945857979967,M,542069,38.9094,7.9992,"['T001027', 'T001088', 'T001051', 'T001000', 'T001055', 'T001057']",6
C00001041,53.45836134579252,26.72918067289626,1.2913403024218244,A,375618,41.5745,8.1006,"['T001060', 'T001003', 'T001091', 'T001020', 'T001044', 'T001068']",6
C00001042,68.83114158636553,34.415570793182766,3.393373643935268,M,541557,37.2967,9.2064,"['T001038', 'T001031', 'T001046', 'T001067', 'T001078']",5
C00001043,97.2246468679456,48.6123234339728,2.5081585164365037,M,515853,39.1574,7.7594,"['T001088', 'T001049', 'T001050', 'T001029', 'T001057', 'T001055', 'T001022']",7
C00001044,99.04423997092728,49.52211998546364,2.5796628820922893,M,510061,41.8543,8.985,"['T001014', 'T001091', 'T001042', 'T001074', 'T001064', 'T001071']",6
C00001045,84.34719502340171,42.173597511700855,3.490250758220381,M,512470,41.9495,9.2126,"['T001014', 'T001070']",2
C00001046,41.711354242096775,20.855677121048387,3.4118816627333435,D,360051,38.4107,8.4827,"['T001037', 'T001058', 'T001097', 'T001098', 'T001043', 'T001089']",6
C00001047,16.166866105542162,8.083433052771081,0.4220536201193723,A,375561,39.2475,8.2091,"['T001022', 'T001055', 'T001013', 'T001027', 'T001079', 'T001049']",6
C00001048,15.603620242879357,7.8018101214396784,2.491062708769085,D,361841,41.6716,8.9638,"['T001071', 'T001070', 'T001091', 'T001014', 'T001064', 'T001068', 'T001056', 'T001093', 'T001021', 'T001042', 'T001074', 'T001092']",12
C00001049,5.204374131042052,2.602187065521026,2.0753313734428938,M,524722,38.4858,7.6927,"['T001024', 'T001000', 'T001051', 'T001052', 'T001057']",5
C00001050,17.74736411312118,8.87368205656059,1.743881608957106,A,375601,39.2604,8.8676,"['T001082', 'T001013', 'T001063', 'T001004', 'T001094', 'T001041', 'T001019', 'T001030', 'T001027', 'T001080']",10
C00001051,22.58977967028297,11.294889835141484,2.37685902747329,A,375581,41.1246,9.2917,"['T001056', 'T001021', 'T001062', 'T001064', 'T001053', 'T001042', 'T001074']",7
C00001052,93.94126027490636,46.97063013745318,2.631020952172025,A,375561,41.1173,9.0611,"['T001074', 'T001064', 'T001093', 'T001062', 'T001056', 'T001076', 'T001042', 'T001021', 'T001068']",9
C00001053,70.30009284505267,35.15004642252634,3.993565348992861,V,485668,37.8272,8.597,"['T001006', 'T001028', 'T001097', 'T001066', 'T001096', 'T001089']",6
C00001054,5.096137051030739,2.5480685255153697,3.375608319573828,M,519357,38.9287,7.5612,"['T001055', 'T001057', 'T001051', 'T001000', 'T001088']",5
C00001055,5.610346431221833,2.8051732156109166,3.7681739310597555,V,419460,41.7896,8.787,"['T001092', 'T001068', 'T001091', 'T001014', 'T001071', 'T001074', 'T001003', 'T001042']",8
C00001056,26.120081300118095,13.060040650059047,3.496538249606589,A,375570,41.0239,7.8142,"['T001083', 'T001010', 'T001065', 'T001036', 'T001032']",5
C00001057,99.89402233701853,49.94701116850926,1.0608886076071289,D,364111,41.584,8.9281,"['T001092', 'T001064', 'T001093', 'T001021', 'T001003', 'T001091']",6
C00001058,30.88825982769365,15.444129913846824,3.9648990508351494,V,405746,40.9399,8.1193,"['T001065', 'T001032', 'T001001', 'T001090']",4
C00001059,53.953911817749685,26.976955908874842,1.2473006693742321,D,362300,37.0899,9.4254,"['T001078', 'T001067']",2
C00001060,23.869968481632522,11.934984240816261,1.87000969587785,A,375618,38.0175,7.8192,"['T001095', 'T001015', 'T001016', 'T001066', 'T001052', 'T001028', 'T001024', 'T001011', 'T001034']",9
C00001061,18.277569929605306,9.138784964802653,3.056084208989508,D,364111,38.3571,8.8141,"['T001037', 'T001097', 'T001089', 'T001043', 'T001048', 'T001098', 'T001075', 'T001058', 'T001086']",9
C00001062,48.65982138323794,24.32991069161897,3.033892986273493,D,361840,40.7018,7.6843,"['T001032', 'T001085', 'T001083', 'T001010', 'T001001']",5
C00001063,56.49840943326556,28.24920471663278,3.7581898660950044,D,364840,40.897,9.3467,"['T001012', 'T001053', 'T001069']",3
C00001064,80.26498235725339,40.132491178626694,2.178196955487296,A,375584,40.1822,7.6011,"['T001005', 'T001017', 'T001054', 'T001081', 'T001023', 'T001026', 'T001045', 'T001084', 'T001085']",9
C00001065,82.18074600413718,41.09037300206859,0.8059367593622975,A,375581,40.6066,8.0996,"['T001040', 'T001065', 'T001045', 'T001090', 'T001032']",5
C00001066,9.127221923689461,4.563610961844731,0.6081036766815289,M,515853,39.7981,9.061,"['T001061', 'T001072', 'T001007', 'T001030', 'T001094', 'T001077', 'T001073']",7
C00001067,49.67443425698363,24.837217128491815,3.35797755939838,M,512482,40.9411,9.4175,"['T001012', 'T001053']",2
C00001068,50.46990603804545,25.234953019022726,2.5078328284593643,D,362304,40.1986,8.9132,"['T001033', 'T001069', 'T001073', 'T001040', 'T001009', 'T001077', 'T001007', 'T001072']",8
C00001069,69.84025922083735,34.92012961041868,2.6661002947516135,V,454649,39.0869,7.8967,"['T001049', 'T001057', 'T001022', 'T001088', 'T001029', 'T001055']",6
C00001070,42.29701033183824,21.14850516591912,0.7087846129012068,V,466527,39.248,8.8413,"['T001004', 'T001079', 'T001013', 'T001080', 'T001041', 'T001030', 'T001063']",7
C00001071,90.71438163824729,45.357190819123645,3.1418626610436444,A,375584,38.1899,8.3488,"['T001037', 'T001015', 'T001058', 'T001006', 'T001097', 'T001011', 'T001089', 'T001024', 'T001028', 'T001098', 'T001095']",11
C00001072,49.69773818706691,24.848869093533455,3.833614956321734,M,510017,41.0108,8.8017,"['T001062', 'T001021', 'T001003', 'T001076', 'T001033', 'T001090', 'T001093', 'T001068']",8
C00001073,5.49345631628625,2.746728158143125,3.508538813195252,V,421802,37.6638,8.9095,"['T001006', 'T001038', 'T001096', 'T001031', 'T001039']",5
C00001074,14.054687117489188,7.027343558744594,2.4263880078313997,D,362300,41.5317,7.5678,"['T001025', 'T001036', 'T001035', 'T001044', 'T001020']",5
C00001075,33.0782360672728,16.5391180336364,0.33766068292178586,M,552755,40.9361,9.2008,"['T001076', 'T001012', 'T001062', 'T001053', 'T001069']",5
C00001076,31.394532992789145,15.697266496394572,3.449275034138827,D,361848,40.8874,7.6428,"['T001065', 'T001045', 'T001083', 'T001010', 'T001036', 'T001032']",6
C00001077,56.49345353868448,28.24672676934224,3.4039038563867496,M,532479,37.0433,8.2813,"['T001046', 'T001031']",2
C00001078,43.423944508064224,21.711972254032112,2.2232229986710577,D,361839,38.0048,7.5289,"['T001034', 'T001095', 'T001011', 'T001052', 'T001016', 'T001024', 'T001015']",7
C00001079,64.24229925029266,32.12114962514633,3.0038754176698887,V,411701,37.8945,9.4578,"['T001048', 'T001018', 'T001039', 'T001002', 'T001038', 'T001086', 'T001047']",7
C00001080,63.999138875967965,31.999569437983983,3.3043036471650735,D,364344,39.6841,8.9657,"['T001073', 'T001007', 'T001059', 'T001019', 'T001030']",5
C00001081,19.549131278525266,9.774565639262633,0.053653100244424934,M,552755,41.0514,8.5577,"['T001093', 'T001062', 'T001090', 'T001021', 'T001065', 'T001060']",6
C00001082,99.64344631635774,49.82172315817887,0.6229875068244768,V,419022,39.8997,7.4705,"['T001050', 'T001017', 'T001023', 'T001005', 'T001085', 'T001054', 'T001026', 'T001084', 'T001081']",9
C00001083,92.32577847167147,46.162889235835735,3.628321461340363,V,440638,41.5507,7.8737,"['T001036', 'T001025', 'T001020', 'T001035', 'T001044', 'T001060']",6
C00001084,93.60234800506373,46.801174002531866,2.2914218100577832,V,454755,41.5649,7.5129,"['T001036', 'T001020', 'T001025', 'T001035', 'T001044']",5
C00001085,43.92185951029341,21.960929755146704,0.32764326654797005,D,361840,41.8453,7.8743,"['T001020', 'T001025', 'T001035', 'T001044']",4
C00001086,76.1823316124903,38.09116580624515,0.5369361451363348,V,422240,41.5934,7.844,"['T001035', 'T001020', 'T001025', 'T001060', 'T001036', 'T001044']",6
C00001087,99.09728791462621,49.548643957313104,1.3075410936755985,M,510017,37.1304,8.6604,"['T001031', 'T001046']",2
C00001088,76.30298220252818,38.15149110126409,2.1464424448200745,M,529536,40.402,7.9372,"['T001001', 'T001085', 'T001023', 'T001010', 'T001032', 'T001040', 'T001045', 'T001005', 'T001017', 'T001065', 'T001026']",11
C00001089,87.43384722333222,43.71692361166611,2.5461017078717645,M,510061,39.3804,8.5912,"['T001087', 'T001059', 'T001029', 'T001049', 'T001004', 'T001013', 'T001063', 'T001022']",8
C00001090,97.06117044003753,48.530585220018764,3.39009310646666,A,375686,38.0987,7.866,"['T001052', 'T001095', 'T001016', 'T001015', 'T001028', 'T001034', 'T001011', 'T001024']",8
C00001091,49.39135217595441,24.695676087977205,0.5774737178097524,D,361842,38.5953,8.2355,"['T001055', 'T001027', 'T001098', 'T001037', 'T001058']",5
C00001092,55.27896808675222,27.63948404337611,0.7439789657520355,A,375584,39.6141,7.9685,"['T001081', 'T001023', 'T001049', 'T001022', 'T001029', 'T001054', 'T001013', 'T001050', 'T001059', 'T001079']",10
C00001093,99.75628193005596,49.87814096502798,2.241909213979667,M,542302,37.6676,9.3085,"['T001086', 'T001018', 'T001039', 'T001067', 'T001047', 'T001038']",6
C00001094,99.64341628923978,49.82170814461989,1.2705388727484745,V,408596,39.3433,7.9508,"['T001050', 'T001049', 'T001088', 'T001029', 'T001079', 'T001055', 'T001022', 'T001013', 'T001004']",9
C00001095,65.92354438615922,32.96177219307961,2.6087603027212634,D,364836,37.0705,8.7304,"['T001046', 'T001031']",2
C00001096,81.97521805369668,40.98760902684834,2.838254651977907,V,407353,41.4332,8.0765,"['T001003', 'T001044', 'T001060', 'T001020', 'T001068', 'T001036', 'T001091']",7
C00001097,37.66502739360154,18.83251369680077,3.8255057037719786,M,542858,37.1926,8.7182,"['T001031', 'T001046']",2
C00001098,30.81510407690774,15.40755203845387,2.766169521377461,A,375570,40.991,8.9519,"['T001053', 'T001090', 'T001093', 'T001062', 'T001076']",5
C00001099,18.47425287668139,9.237126438340695,0.24345721116374364,M,541171,39.1334,7.9256,"['T001055', 'T001049', 'T001088', 'T001079', 'T001029', 'T001057', 'T001022']",7
C00001100,41.40680135207517,20.703400676037585,1.2832409501873832,V,421802,41.8269,8.3168,"['T001071', 'T001091', 'T001092', 'T001025', 'T001044', 'T001060', 'T001020']",7
C00001101,12.214899782643032,6.107449891321516,2.7396743052513863,M,510242,40.4081,8.624,"['T001001', 'T001009', 'T001007', 'T001069', 'T001040']",5
C00001102,62.37305208390994,31.18652604195497,1.6764705449197712,A,375686,41.708,7.7056,"['T001036', 'T001025', 'T001044', 'T001035', 'T001020']",5
C00001103,11.632843495183458,5.816421747591729,2.11340087205632,M,510051,38.8419,7.6747,"['T001055', 'T001051', 'T001000', 'T001088', 'T001057']",5
C00001104,77.90520420765073,38.95260210382536,3.0264000903313457,M,510017,41.6628,7.9542,"['T001035', 'T001025', 'T001044', 'T001036', 'T001060', 'T001020', 'T001091']",7
C00001105,84.37704229270301,42.188521146351505,2.940870214559553,M,510034,38.5376,8.8589,"['T001098', 'T001089', 'T001043', 'T001097', 'T001087', 'T001048', 'T001075', 'T001027', 'T001080', 'T001058']",10
C00001106,38.698899897348575,19.349449948674287,3.5849616694550384,M,518179,39.6156,8.8035,"['T001079', 'T001030', 'T001094', 'T001007', 'T001013', 'T001004', 'T001059']",7
C00001107,17.621843335950672,8.810921667975336,3.8461018142259253,D,364340,38.5031,9.1062,"['T001080', 'T001058', 'T001048', 'T001075', 'T001097', 'T001089', 'T001086', 'T001043']",8
C00001108,97.87080591362613,48.935402956813064,1.770224475721295,D,360038,39.7589,8.0912,"['T001050', 'T001029', 'T001079', 'T001059', 'T001022', 'T001017', 'T001023', 'T001013', 'T001054', 'T001081', 'T001026', 'T001049']",12
C00001109,79.54671197384195,39.773355986920976,3.116997802032055,M,510061,40.4944,8.0326,"['T001001', 'T001026', 'T001065', 'T001005', 'T001085', 'T001045', 'T001017', 'T001040']",8
C00001110,31.882133737713072,15.941066868856536,2.4271736146078844,V,479736,37.4379,8.6443,"['T001046', 'T001096', 'T001031']",3
C00001111,18.011371295592426,9.005685647796213,1.3072721033307917,M,515878,37.3178,7.7181,"['T001008', 'T001066']",2
C00001112,59.204495406791516,29.602247703395758,1.1923027332991185,D,364341,38.1812,7.5254,"['T001095', 'T001000', 'T001016', 'T001052', 'T001015', 'T001034', 'T001011', 'T001024']",8
C00001113,43.86271233471636,21.93135616735818,3.7247341443923245,A,375570,41.7491,8.5988,"['T001068', 'T001091', 'T001071', 'T001074', 'T001003', 'T001014', 'T001060']",7
C00001114,46.614009580093594,23.307004790046797,3.9243407826215178,D,361838,38.9229,8.799,"['T001058', 'T001027', 'T001080', 'T001043', 'T001063', 'T001087']",6
C00001115,12.493226048583786,6.246613024291893,3.266715554076696,M,532479,40.2105,9.0408,"['T001077', 'T001061', 'T001069', 'T001009', 'T001073', 'T001072', 'T001007', 'T001033']",8
C00001116,6.406275742538648,3.203137871269324,1.839545188852147,M,518988,40.697,8.4151,"['T001009', 'T001090', 'T001001', 'T001033', 'T001040', 'T001032', 'T001076', 'T001065']",8
C00001117,57.39645509127119,28.698227545635596,2.6658924972631537,D,364344,41.7716,9.2896,"['T001074', 'T001056', 'T001064', 'T001070', 'T001042', 'T001014']",6
C00001118,55.36339788928444,27.68169894464222,0.5411044699668586,M,515853,40.1867,9.4411,"['T001077', 'T001069', 'T001061', 'T001012', 'T001073', 'T001072']",6
C00001119,5.7770895889128635,2.8885447944564318,2.3826063328620406,D,364082,38.6482,9.2174,"['T001048', 'T001080', 'T001082', 'T001075', 'T001043']",5
C00001120,48.66669129585668,24.33334564792834,2.8391512649299253,M,518838,41.0313,8.7325,"['T001062', 'T001090', 'T001003', 'T001021', 'T001076', 'T001093', 'T001068', 'T001092']",8
C00001121,89.92527245958682,44.96263622979341,1.7476231080737992,D,362312,38.1185,9.1186,"['T001086', 'T001089', 'T001002', 'T001018', 'T001096', 'T001047', 'T001097', 'T001039', 'T001048', 'T001075']",10
C00001122,72.4986425420698,36.2493212710349,2.229616291478199,V,410345,39.3447,8.5176,"['T001022', 'T001079', 'T001004', 'T001013', 'T001059', 'T001027', 'T001049', 'T001029', 'T001087']",9
C00001123,14.881480636638656,7.440740318319328,3.9266015312941365,D,361848,41.2667,7.9812,"['T001044', 'T001060', 'T001003', 'T001032', 'T001092', 'T001036']",6
C00001124,10.92399984996876,5.46199992498438,2.5881366144527043,V,454648,38.8779,8.613,"['T001043', 'T001058', 'T001063', 'T001080', 'T001027', 'T001087']",6
C00001125,65.72248367230819,32.86124183615409,0.032857760853694185,D,364344,40.5445,9.0031,"['T001033', 'T001053', 'T001077', 'T001012', 'T001076', 'T001009']",6
C00001126,12.623677242679204,6.311838621339602,2.4991480154772248,D,364341,40.6285,7.6595,"['T001010', 'T001032', 'T001005', 'T001045', 'T001085', 'T001083', 'T001001', 'T001065']",8
C00001127,53.63293405828136,26.81646702914068,2.8532576153570677,A,375601,38.2911,8.8502,"['T001075', 'T001086', 'T001043', 'T001097', 'T001058', 'T001048', 'T001098', 'T001089']",8
C00001128,37.12713377594468,18.56356688797234,1.8145865274014321,D,367016,40.7507,8.6014,"['T001001', 'T001033', 'T001065', 'T001062', 'T001076', 'T001090', 'T001009', 'T001069']",8
C00001129,39.80816939039526,19.90408469519763,0.35743092631309326,A,375563,41.7764,9.4529,"['T001064', 'T001042', 'T001070', 'T001056']",4
C00001130,12.215173711857403,6.107586855928702,1.7742177724557502,M,519357,38.4368,8.5124,"['T001043', 'T001058', 'T001098', 'T001037', 'T001089', 'T001097']",6
C00001131,97.46084382110581,48.730421910552906,1.1840657045529062,A,375617,40.146,8.8935,"['T001072', 'T001007', 'T001069', 'T001033', 'T001040', 'T001077', 'T001009', 'T001073']",8
C00001132,35.06088675032146,17.53044337516073,0.585662468888942,M,541171,38.3335,8.5725,"['T001075', 'T001098', 'T001037', 'T001043', 'T001089', 'T001097', 'T001058', 'T001028']",8
C00001133,83.85527348866503,41.92763674433252,2.3669629743332905,D,364112,40.9035,7.8831,"['T001036', 'T001083', 'T001001', 'T001010', 'T001032', 'T001065', 'T001045']",7
C00001134,62.0970211365521,31.04851056827605,1.6129310616679091,A,375601,37.1207,7.7128,['T001008'],1
C00001135,36.27125705958535,18.135628529792676,1.7118189533945847,M,519357,39.4507,9.4665,"['T001094', 'T001099', 'T001030', 'T001019', 'T001082', 'T001041']",6
C00001136,48.336960078474604,24.168480039237302,2.8181621593887796,M,512482,37.4492,9.1795,"['T001031', 'T001078', 'T001067', 'T001039', 'T001038']",5
C00001137,9.050677310500092,4.525338655250046,0.2875663075688384,D,364877,38.534,8.5542,"['T001098', 'T001089', 'T001043', 'T001058', 'T001037', 'T001027', 'T001087']",7
C00001138,11.758883839081081,5.8794419195405405,3.520526526014349,M,512299,37.3485,7.8111,"['T001066', 'T001008']",2
C00001139,78.72539144047194,39.36269572023597,2.7829536856512864,D,362304,37.6256,9.0297,"['T001039', 'T001096', 'T001031', 'T001038']",4
C00001140,41.76927387151625,20.884636935758124,1.6447085242896327,V,415174,40.8689,8.8113,"['T001090', 'T001076', 'T001033', 'T001062', 'T001053', 'T001069']",6
C00001141,53.71542635063388,26.85771317531694,0.6887396499850684,M,526819,41.2718,8.5977,"['T001090', 'T001062', 'T001074', 'T001021', 'T001014', 'T001091', 'T001068', 'T001060', 'T001093', 'T001076', 'T001003', 'T001092']",12
C00001142,79.6804800995324,39.8402400497662,1.8363761012811932,V,465963,41.8041,8.6364,"['T001071', 'T001074', 'T001003', 'T001014', 'T001092']",5
C00001143,53.66671428669365,26.833357143346824,2.6338730995215767,D,364082,38.269,7.589,"['T001000', 'T001051', 'T001015', 'T001052', 'T001024', 'T001034', 'T001016', 'T001095', 'T001011']",9
C00001144,72.72117082814307,36.36058541407154,1.6030208172124207,V,422241,39.856,8.534,"['T001040', 'T001013', 'T001007', 'T001023', 'T001059', 'T001079']",6
C00001145,50.20805378418961,25.104026892094804,2.053556014585291,V,425737,37.8366,8.6763,"['T001097', 'T001028', 'T001006', 'T001089', 'T001096']",5
C00001146,21.367779497936578,10.683889748968289,2.4847277902302976,D,361841,37.8613,8.9063,"['T001039', 'T001048', 'T001028', 'T001096', 'T001097', 'T001089', 'T001006', 'T001086', 'T001038']",9
C00001147,15.468750002498625,7.734375001249313,2.637358082175009,M,542858,38.3752,8.7885,"['T001089', 'T001043', 'T001058', 'T001097', 'T001098', 'T001075', 'T001086', 'T001037', 'T001048']",9
C00001148,81.26990564411616,40.63495282205808,2.246153344720267,D,364112,42.0826,8.0029,"['T001025', 'T001071', 'T001020']",3
C00001149,12.900161579940145,6.450080789970072,0.8574748479568264,D,360042,39.9823,8.4915,"['T001059', 'T001007', 'T001040', 'T001023']",4
C00001150,20.664137552824485,10.332068776412243,0.6306471998632714,D,364878,39.7339,7.6564,"['T001026', 'T001049', 'T001084', 'T001054', 'T001050', 'T001023']",6
C00001151,71.03536447380681,35.517682236903404,1.3077794925716413,M,510061,37.2035,9.0756,"['T001046', 'T001038', 'T001067', 'T001031', 'T001078']",5
C00001152,89.38246391878462,44.69123195939231,0.46969706151868884,V,412486,38.9305,8.6759,"['T001080', 'T001058', 'T001027', 'T001087', 'T001043', 'T001063']",6
C00001153,58.994856992486234,29.497428496243117,0.03597656706296215,M,541557,38.9904,8.0647,"['T001057', 'T001049', 'T001055', 'T001029', 'T001027', 'T001088']",6
C00001154,19.601723878782103,9.800861939391051,0.40291509971207695,V,403642,38.477,8.0372,"['T001051', 'T001000', 'T001037', 'T001095', 'T001052']",5
C00001155,25.071714067337272,12.535857033668636,2.9055612451991495,A,375601,38.6849,8.4918,"['T001087', 'T001098', 'T001037', 'T001058', 'T001027', 'T001043']",6
C00001156,61.2081541187731,30.60407705938655,3.768276484888274,V,410344,38.2308,9.3219,"['T001075', 'T001018', 'T001086', 'T001048', 'T001089', 'T001002', 'T001047', 'T001097']",8
C00001157,90.11657058092484,45.05828529046242,2.1575022316492576,V,430503,39.3471,8.4934,"['T001004', 'T001059', 'T001022', 'T001049', 'T001027', 'T001087', 'T001029', 'T001013', 'T001079']",9
C00001158,95.50093358810507,47.750466794052535,1.6069452121870569,D,361838,40.1524,8.6346,"['T001007', 'T001040', 'T001009']",3
C00001159,52.19283650368332,26.09641825184166,1.3222672900618107,M,520629,38.9825,8.5152,"['T001088', 'T001063', 'T001080', 'T001004', 'T001087', 'T001027']",6
C00001160,54.22548365014142,27.11274182507071,0.9973771428469975,A,375563,39.6553,9.2045,"['T001030', 'T001019', 'T001073', 'T001094', 'T001099']",5
C00001161,43.688766665339486,21.844383332669743,2.5517704231854688,A,375570,39.8751,8.4171,"['T001040', 'T001079', 'T001059', 'T001007', 'T001013', 'T001023']",6
